Word,Length,Log_Freq_HAL,I_Mean_RT,I_Zscore,I_Mean_Accuracy,Vowels,Entropy,PoS,SentimentScore
safari,6,6.63,734.71,-0.23,0.85,3,2.2516291673878226,NN,0.0
safe,4,10.41,576.76,-0.84,0.97,2,2.0,JJ,0.4404
safecracker,11,3.22,930.66,0.42,0.94,4,2.7321588913645702,NN,-0.1779
safeguard,9,6.7,691.79,-0.35,1.0,4,2.94770277922009,NN,0.3818
safeguards,10,6.62,723.85,-0.19,1.0,4,2.9219280948873623,NNS,0.34
safekeeping,11,4.42,740.03,-0.14,0.94,5,3.027169118440619,VBG,0.34
safely,6,8.67,530.0,-0.82,0.94,2,2.584962500721156,RB,0.4939
safer,5,8.52,680.55,-0.24,0.97,2,2.321928094887362,VBP,0.4215
safest,6,7.47,824.3,-0.02,0.79,2,2.2516291673878226,JJS,0.4019
safeties,8,4.78,985.27,0.77,0.71,4,2.5,NNS,0.3612
safety,6,10.07,629.82,-0.56,1.0,2,2.584962500721156,NN,0.4215
saffron,7,5.97,854.69,0.55,0.39,2,2.5216406363433186,NN,0.0
sag,3,6.77,779.72,-0.08,0.76,1,1.584962500721156,NN,0.0
saga,4,7.94,704.96,-0.22,0.85,2,1.5,JJ,0.0
sage,4,8.47,659.03,-0.43,1.0,2,2.0,NN,0.0
sagebrush,9,4.98,880.93,0.25,0.82,3,2.94770277922009,NN,0.0
sages,5,6.61,707.18,-0.28,0.82,2,1.9219280948873623,NNS,0.0
sagged,6,4.79,714.88,-0.19,0.76,2,2.2516291673878226,VBD,0.0
sagging,7,5.67,689.17,-0.26,0.91,2,2.1280852788913944,VBG,0.0
sagittarius,11,5.38,826.93,0.34,0.82,5,2.7321588913645702,NN,0.0
sags,4,4.56,803.57,0.0,0.91,1,1.5,NNS,0.0
sahara,6,6.46,731.93,-0.21,0.79,3,1.7924812503605778,NN,0.0
said,4,12.77,660.61,-0.59,1.0,2,2.0,VBD,0.0
saigon,6,7.28,803.92,0.22,0.81,3,2.584962500721156,JJ,0.0
sail,4,8.18,598.65,-0.7,1.0,2,2.0,NN,0.0
sailboat,8,6.26,616.03,-0.55,1.0,4,2.75,NN,0.0
sailboats,9,5.37,732.81,-0.36,1.0,4,2.725480556997868,NNS,0.0
sailcloth,9,2.71,1009.33,0.65,0.73,3,2.94770277922009,VBP,0.0
sailed,6,6.92,629.33,-0.41,1.0,3,2.584962500721156,VBD,0.0
sailing,7,8.18,712.16,-0.3,0.94,3,2.5216406363433186,VBG,0.0
sailor,6,8.74,636.31,-0.6,0.97,3,2.584962500721156,NN,0.0
sailorly,8,0.0,876.62,0.57,0.62,3,2.75,JJ,0.0
sailors,7,7.2,656.38,-0.54,1.0,3,2.5216406363433186,NNS,0.0
sailplane,9,5.41,999.81,0.51,0.52,4,2.725480556997868,VBP,0.0
sails,5,7.16,676.56,-0.48,0.94,2,1.9219280948873623,NNS,0.0
saint,5,8.75,685.35,-0.5,1.0,2,2.321928094887362,NN,0.0
sainted,7,3.83,709.13,-0.25,0.91,3,2.807354922057604,VBD,0.0
sainthood,9,4.84,807.38,0.29,0.81,4,2.9477027792200903,NN,0.0
saintliness,11,2.3,964.92,0.76,0.73,4,2.663532754804255,NN,0.0
saintly,7,5.74,742.81,-0.12,0.91,2,2.807354922057604,RB,0.0
saints,6,7.88,721.18,-0.42,1.0,2,2.2516291673878226,NNS,0.0
sake,4,9.35,655.61,-0.42,0.82,2,2.0,VBP,0.0
salable,7,4.62,958.46,0.46,0.41,3,2.2359263506290326,JJ,0.0
salacious,9,4.62,1003.3,0.81,0.31,5,2.725480556997868,JJ,0.0
salad,5,7.82,645.82,-0.52,1.0,2,1.9219280948873623,NN,0.0
salads,6,6.2,639.68,-0.48,0.91,2,1.9182958340544893,NNS,0.0
salamander,10,5.89,787.48,0.04,0.74,4,2.8464393446710154,VBP,0.0
salami,6,5.66,764.81,-0.03,0.81,3,2.2516291673878226,NN,0.0
salaried,8,7.1,802.74,0.31,0.7,4,2.75,VBN,0.0
salaries,8,8.77,654.91,-0.35,1.0,4,2.5,NNS,0.0
salary,6,10.31,620.0,-0.48,0.94,2,2.2516291673878226,JJ,0.0
sale,4,11.47,597.61,-0.66,1.0,2,2.0,NN,0.0
salem,5,8.06,712.23,-0.24,0.97,2,2.321928094887362,NN,0.0
sales,5,10.94,624.91,-0.45,1.0,2,1.9219280948873623,NNS,0.0
salesclerk,10,3.37,940.23,0.27,0.91,3,2.721928094887362,VBP,0.0
salesgirl,9,3.53,810.79,0.21,0.9,3,2.725480556997868,JJ,0.0
saleslady,9,4.01,878.53,0.4,1.0,3,2.5032583347756456,JJ,0.0
salesman,8,8.12,689.06,-0.44,1.0,3,2.5,NN,0.0
salesman's,10,3.93,730.97,-0.24,0.97,3,2.6464393446710153,VBD,0.0
salesmanship,12,4.23,863.77,0.25,0.97,4,3.0220552088742,JJ,0.0
salesmen,8,6.6,715.0,-0.16,0.91,3,2.5,NNS,0.0
salesroom,9,1.39,839.5,0.05,0.94,4,2.725480556997868,VBP,0.0
saleswoman,10,4.49,656.17,-0.4,0.94,4,2.9219280948873623,JJ,0.0
salient,7,6.24,667.35,0.08,0.68,3,2.807354922057604,NN,0.2732
salify,6,0.0,928.4,0.28,0.15,2,2.584962500721156,NN,0.0
saline,6,6.11,830.58,0.07,0.84,3,2.584962500721156,NN,0.0
salinger,8,4.85,842.82,0.07,0.8,3,3.0,NN,0.0
salinity,8,5.26,938.68,0.68,0.67,3,2.75,NN,0.0
salisbury,9,6.4,828.42,0.23,0.94,3,2.94770277922009,NN,0.0
saliva,6,7.04,732.56,-0.27,0.94,3,2.2516291673878226,VBD,0.0
salivary,8,4.75,904.89,0.48,0.85,3,2.75,JJ,0.0
salivate,8,4.92,727.66,-0.16,0.85,4,2.75,NN,0.0
salivation,10,3.61,733.59,-0.04,0.94,5,2.9219280948873623,NN,0.0
sallow,6,3.5,744.69,-0.06,0.39,2,2.2516291673878226,VB,0.0
sally,5,8.37,644.0,-0.5,1.0,1,1.9219280948873623,RB,0.0
sally's,7,6.01,630.78,-0.41,0.97,1,2.2359263506290326,JJ,0.0
salmon,6,8.03,684.76,-0.38,0.97,2,2.584962500721156,NN,0.0
salmonella,10,6.45,973.86,0.49,0.69,4,2.6464393446710153,NN,0.0
salon,5,6.6,649.41,-0.47,0.97,2,2.321928094887362,NN,0.0
salons,6,4.93,736.47,-0.18,0.91,2,2.2516291673878226,NNS,0.0
saloon,6,6.29,756.81,-0.17,0.94,3,2.251629167387823,VBP,0.0
saloons,7,4.01,758.16,-0.27,0.94,3,2.2359263506290326,NNS,0.0
salt,4,9.63,562.7,-0.82,1.0,1,2.0,VBP,0.0
saltbush,8,2.71,928.24,0.47,0.55,2,2.75,JJ,0.0
saltcellar,10,0.0,1091.76,0.85,0.55,3,2.6464393446710153,NN,0.0
salted,6,5.85,667.5,-0.46,0.97,2,2.584962500721156,VBD,0.0
salter,6,6.23,789.42,0.03,0.77,2,2.584962500721156,JJR,0.0
salter's,8,1.61,875.72,0.59,0.56,2,2.75,NN,0.0
salting,7,4.37,658.63,-0.37,0.94,2,2.807354922057604,VBG,0.0
saltlick,8,0.0,997.57,0.56,0.66,2,2.75,JJ,0.0
saltpan,7,0.0,874.78,0.27,0.72,2,2.5216406363433186,NN,0.0
salts,5,7.07,575.69,-0.59,0.97,1,1.9219280948873623,NNS,0.0
saltshaker,10,1.79,893.39,0.48,0.94,3,2.9219280948873623,VBP,0.0
saltwater,9,6.24,695.39,-0.25,1.0,3,2.725480556997868,NN,0.0
salty,5,6.84,612.45,-0.61,0.97,1,2.321928094887362,NN,0.0
salutary,8,4.22,773.12,0.01,0.79,3,2.75,JJ,0.0
salutation,10,4.37,833.92,0.18,0.9,5,2.9219280948873623,NN,0.0
salute,6,7.19,709.22,-0.36,0.97,3,2.584962500721156,NN,0.0
saluted,7,4.96,819.03,0.08,0.94,3,2.807354922057604,VBD,0.0
salvador,8,7.75,819.72,0.01,0.91,3,2.75,JJ,0.0
salvadorean,11,1.79,1106.93,1.33,0.48,5,3.027169118440619,JJ,0.0
salvage,7,7.54,706.34,-0.31,0.94,3,2.5216406363433186,NN,0.0
salvaging,9,4.74,805.57,0.33,0.88,3,2.725480556997868,VBG,0.0
salvation,9,8.55,650.15,-0.46,1.0,4,2.94770277922009,NN,0.0
salve,5,7.52,614.93,-0.43,0.47,2,2.321928094887362,NN,0.0
salves,6,3.76,776.11,0.08,0.56,2,2.2516291673878226,VBZ,0.0
sam,3,10.17,609.14,-0.67,0.88,1,1.584962500721156,JJ,0.0
samaritan,9,5.87,727.55,0.09,0.91,4,2.6416041678685933,JJ,0.0
samba,5,7.8,823.59,0.24,0.63,2,1.9219280948873623,NN,0.0
same,4,12.9,581.19,-0.67,1.0,2,2.0,JJ,0.0
sameness,8,5.04,814.0,0.22,0.84,3,2.1556390622295662,NN,0.0
sammy,5,7.25,757.7,-0.01,0.94,1,1.9219280948873623,NN,0.0
samoa,5,5.87,922.28,0.29,0.56,3,1.9219280948873623,NN,0.0
samoan,6,4.95,867.74,0.48,0.63,3,2.2516291673878226,NN,0.0
sample,6,10.09,618.48,-0.66,0.97,2,2.584962500721156,NN,0.0
sampled,7,7.26,705.66,-0.33,1.0,2,2.807354922057604,VBD,0.0
sampler,7,8.11,658.39,-0.48,0.97,2,2.807354922057604,NN,0.0
samplers,8,6.38,713.5,-0.31,0.97,2,2.75,NNS,0.0
samples,7,9.32,577.45,-0.75,0.97,2,2.5216406363433186,NNS,0.0
sampling,8,8.26,672.03,-0.4,0.97,2,3.0,VBG,0.0
sampson,7,6.72,828.81,0.38,0.87,2,2.5216406363433186,NN,0.0
sam's,5,7.15,613.12,-0.57,1.0,1,1.9219280948873623,NN,0.0
samuel,6,8.77,699.61,-0.37,0.91,3,2.584962500721156,NN,0.0
samuels,7,5.47,755.65,-0.17,0.97,3,2.5216406363433186,NNS,0.0
samurai,7,8.09,831.38,0.22,0.81,4,2.5216406363433186,VBP,0.0
sanatorium,10,3.47,975.77,0.6,0.69,5,3.121928094887362,JJ,0.0
sanchez,7,7.51,843.79,0.24,0.82,2,2.807354922057604,NN,0.0
sancho,6,4.48,859.5,0.43,0.59,2,2.584962500721156,NN,0.0
sanctified,10,5.99,902.67,0.34,0.68,4,3.121928094887362,VBD,0.0
sanctify,8,4.58,790.41,0.15,0.82,2,3.0,RB,0.0
sanctimonious,13,5.75,960.94,0.59,0.64,6,3.085055102756477,JJ,0.0
sanctimony,10,3.69,983.3,0.72,0.69,3,3.121928094887362,NN,0.0
sanction,8,7.21,829.0,-0.02,1.0,3,2.75,NN,0.0
sanctioned,10,7.51,792.36,0.01,0.97,4,3.121928094887362,VBD,0.0
sanctions,9,8.17,734.84,-0.15,0.97,3,2.725480556997868,NNS,0.0
sanctity,8,6.18,890.54,0.4,0.84,2,2.75,NN,0.0
sanctuary,9,8.66,683.47,-0.31,1.0,3,2.94770277922009,JJ,0.0
sanctuary's,11,1.95,811.5,0.1,0.94,3,3.0957952550009344,NN,0.0
sanctum,7,5.38,826.88,0.16,0.76,2,2.807354922057604,NN,0.0
sand,4,9.22,575.97,-0.72,0.97,1,2.0,NN,0.0
sandal,6,4.98,787.13,-0.11,0.94,2,2.2516291673878226,NN,0.0
sandals,7,7.6,660.55,-0.4,1.0,2,2.2359263506290326,NNS,0.0
sandalwood,10,3.95,798.36,-0.12,0.67,4,2.7219280948873625,VBD,0.0
sandbag,7,4.77,667.56,-0.41,0.97,2,2.5216406363433186,JJ,0.0
sandbank,8,2.08,823.16,0.02,0.97,2,2.5,NN,0.0
sandbar,7,4.74,683.53,-0.29,0.97,2,2.5216406363433186,NN,0.0
sandbars,8,3.0,750.88,-0.13,0.94,2,2.5,NNS,0.0
sandblast,9,3.58,674.5,-0.37,1.0,2,2.725480556997868,VBP,0.0
sandbox,7,5.81,645.26,-0.52,1.0,2,2.807354922057604,JJ,0.0
sandcastle,10,3.5,816.26,0.08,1.0,3,2.9219280948873623,JJ,0.0
sander,6,6.69,821.52,0.01,0.66,2,2.584962500721156,NN,0.0
sanding,7,6.23,823.31,0.04,0.91,2,2.5216406363433186,VBG,0.0
sandman,7,8.03,753.69,-0.08,0.97,2,2.2359263506290326,JJ,0.0
sandpaper,9,5.95,721.46,-0.23,1.0,3,2.725480556997868,JJ,0.0
sandpiper,9,4.38,753.76,-0.09,0.88,3,2.94770277922009,NN,0.0
sandpit,7,2.83,787.7,-0.04,0.94,2,2.807354922057604,NN,0.0
sandra,6,8.06,664.78,-0.42,0.97,2,2.2516291673878226,JJ,0.0
sands,5,7.33,653.97,-0.48,0.97,1,1.9219280948873623,VBZ,0.0
sandstone,9,5.42,745.23,-0.1,0.91,3,2.725480556997868,JJ,0.0
sandstorm,9,7.38,774.52,0.0,1.0,2,2.94770277922009,NN,0.0
sandwich,8,7.75,624.21,-0.63,1.0,2,3.0,NN,0.0
sandwiches,10,6.94,655.94,-0.52,0.97,3,3.121928094887362,VBZ,0.0
sandy,5,8.52,644.48,-0.44,1.0,1,2.321928094887362,JJ,0.0
sane,4,8.28,622.0,-0.44,0.94,2,2.0,NN,0.0
saner,5,5.13,603.83,-0.34,0.18,2,2.321928094887362,NN,0.0
sanest,6,3.56,1240.0,2.03,0.15,2,2.2516291673878226,JJS,0.0
sang,4,8.56,739.0,-0.29,0.94,1,2.0,NN,0.0
sangria,7,7.04,848.39,0.35,0.53,3,2.5216406363433186,NN,0.0
sanguine,8,5.09,799.58,0.19,0.58,4,2.75,VBP,0.0
sanguineous,11,0.0,1023.2,0.88,0.17,6,2.9139770731827523,JJ,0.0
sanhedrin,9,5.23,776.75,-0.08,0.12,3,2.94770277922009,NN,0.0
sanitarium,10,4.6,903.26,0.6,0.79,5,2.9219280948873623,NN,0.0
sanitary,8,6.16,769.26,-0.1,0.97,3,2.75,JJ,0.0
sanitation,10,6.53,816.92,0.12,0.79,5,2.5219280948873624,NN,0.0
sanity,6,7.99,740.69,-0.03,0.97,2,2.584962500721156,NN,0.0
sank,4,7.02,712.34,-0.32,0.97,1,2.0,VBD,0.0
sans,4,7.95,831.58,0.5,0.35,1,1.5,NNS,0.0
sanskrit,8,6.95,1047.15,0.65,0.59,2,2.75,JJ,0.0
santa,5,10.05,615.76,-0.57,1.0,2,1.9219280948873623,JJ,0.0
santa's,7,5.55,672.56,-0.38,0.97,2,2.2359263506290326,NN,0.0
sap,3,8.22,756.31,-0.24,0.81,1,1.584962500721156,NN,0.0
sapling,7,4.25,753.6,-0.03,0.57,2,2.807354922057604,VBG,0.0
sapped,6,3.97,821.5,0.16,0.55,2,2.2516291673878226,VBD,0.0
sapphire,8,7.95,732.33,-0.16,0.88,3,2.75,NN,0.0
sapping,7,3.4,810.6,0.32,0.61,2,2.5216406363433186,VBG,0.0
sappy,5,5.97,697.46,-0.22,0.82,1,1.9219280948873623,JJ,-0.25
saps,4,5.92,809.5,0.14,0.73,1,1.5,NNS,0.0
sara,4,7.81,610.39,-0.66,0.94,2,1.5,VBP,0.0
sarah,5,8.95,595.18,-0.75,0.97,2,1.9219280948873623,JJ,0.0
sarah's,7,5.99,618.34,-0.55,0.97,2,2.2359263506290326,NN,0.0
sara's,6,4.25,614.77,-0.49,0.94,2,1.9182958340544893,NN,0.0
sarasota,8,6.52,761.92,0.03,0.75,4,2.1556390622295662,NN,0.0
saratoga,8,6.77,938.61,0.33,0.91,4,2.4056390622295662,NN,0.0
sarcasm,7,8.29,732.52,-0.19,0.97,2,2.2359263506290326,NN,-0.2263
sarcasms,8,2.77,765.52,-0.19,0.91,2,2.1556390622295662,VBD,-0.2263
sarcastic,9,7.95,791.18,-0.1,1.0,3,2.5032583347756456,JJ,-0.25
sarcastically,13,6.09,883.9,0.37,0.91,4,2.8731406795131336,RB,-0.2732
sarcophagus,11,4.68,1073.87,0.69,0.44,4,3.0957952550009344,JJ,0.0
sardine,7,4.64,764.93,-0.07,0.85,3,2.807354922057604,JJ,0.0
sardines,8,5.5,878.05,0.01,0.65,3,2.75,NNS,0.0
sardonic,8,4.93,758.35,0.04,0.7,3,3.0,JJ,0.0
sarong,6,3.95,851.08,0.66,0.39,2,2.584962500721156,JJ,0.0
sarsaparilla,12,2.94,1046.33,0.97,0.41,5,2.4182958340544896,NN,0.0
sash,4,5.73,731.18,-0.19,0.67,1,1.5,NN,0.0
sass,4,5.0,818.0,0.06,0.55,1,0.8112781244591328,NN,0.0
sassafras,9,4.38,968.83,0.49,0.53,3,1.7527152789797045,VBD,0.0
sassing,7,1.39,903.95,0.48,0.59,2,2.1280852788913944,VBG,0.0
sassy,5,5.86,808.42,-0.09,0.91,1,1.3709505944546687,JJ,0.0
sat,3,10.41,609.77,-0.56,0.94,1,1.584962500721156,JJ,0.0
satan,5,8.87,698.06,-0.37,1.0,2,1.9219280948873623,NN,0.0
satanic,7,7.91,879.31,0.38,0.81,3,2.5216406363433186,JJ,0.0
satanism,8,7.17,851.97,0.32,0.94,3,2.5,NN,0.0
satan's,7,6.56,762.88,-0.12,0.97,2,2.2359263506290326,NN,0.0
satchel,7,5.46,818.3,0.32,0.57,2,2.807354922057604,NN,0.0
sate,4,4.68,701.0,-0.02,0.24,2,2.0,NN,0.0
satellite,9,9.64,703.94,-0.17,1.0,4,2.5032583347756456,NN,0.0
satellites,10,8.21,773.0,0.0,0.94,4,2.5219280948873624,VBZ,0.0
satiable,8,1.79,798.21,0.02,0.73,4,2.75,JJ,0.0
satiate,7,4.09,947.05,0.56,0.69,4,2.2359263506290326,JJ,0.0
satiety,7,3.22,732.82,0.05,0.37,3,2.5216406363433186,NN,0.0
satin,5,7.33,695.5,-0.27,0.9,2,2.321928094887362,NN,0.0
satinwood,9,0.0,975.7,0.55,0.68,4,2.9477027792200903,NN,0.0
satire,6,7.4,761.29,-0.15,0.85,3,2.584962500721156,NN,0.0
satires,7,4.33,723.4,-0.03,0.78,3,2.5216406363433186,VBZ,0.0
satiric,7,4.61,849.22,0.26,0.58,3,2.521640636343318,JJ,0.0
satirical,9,6.11,900.95,0.51,0.71,4,2.725480556997868,JJ,0.0
satirically,11,3.26,871.4,0.51,0.78,4,2.9139770731827523,RB,0.0
satirist,8,4.44,871.04,0.42,0.7,3,2.25,JJ,0.0
satirize,8,3.91,976.56,0.49,0.76,4,2.75,NN,0.0
satirizes,9,2.71,893.1,0.41,0.71,4,2.725480556997868,NNS,0.0
satisfaction,12,8.87,700.22,-0.27,0.97,5,2.9182958340544896,NN,0.4404
satisfactions,13,3.33,817.26,0.09,1.0,5,2.873140679513133,NNS,0.4767
satisfactorily,14,6.21,1002.33,0.73,0.94,5,3.2359263506290334,RB,0.3818
satisfactory,12,7.84,782.0,-0.04,0.97,4,3.084962500721156,JJ,0.3612
satisfied,9,9.27,700.09,-0.29,1.0,4,2.725480556997868,JJ,0.4215
satisfies,9,6.67,722.94,-0.11,0.97,4,2.4193819456463714,NNS,0.4215
satisfy,7,8.63,676.75,-0.38,0.97,2,2.5216406363433186,VBP,0.4588
satisfying,10,7.93,715.81,-0.28,0.94,3,2.9219280948873623,VBG,0.4588
saturate,8,5.61,748.84,-0.18,0.94,4,2.5,NN,0.0
saturated,9,7.17,748.27,-0.29,1.0,4,2.725480556997868,VBN,0.0
saturation,10,6.9,701.48,-0.26,0.94,5,2.9219280948873623,NN,0.0
saturday,8,10.11,709.59,-0.38,0.94,3,2.75,NN,0.0
saturdays,9,7.25,643.59,-0.33,0.97,3,2.725480556997868,VBZ,0.0
saturday's,10,6.26,637.18,-0.51,1.0,3,2.9219280948873623,JJ,0.0
saturn,6,9.29,644.58,-0.61,1.0,2,2.584962500721156,NN,0.0
saturnalia,10,3.5,967.0,0.77,0.12,5,2.8464393446710154,NN,0.0
sauce,5,8.66,601.03,-0.72,1.0,3,2.321928094887362,NN,0.0
sauced,6,2.08,720.54,-0.03,0.79,3,2.584962500721156,VBD,0.0
saucepan,8,6.4,696.91,-0.27,1.0,4,2.75,JJ,0.0
saucer,6,7.15,670.33,-0.43,1.0,3,2.584962500721156,NN,0.0
saucers,7,6.46,684.73,-0.37,0.97,3,2.5216406363433186,NNS,0.0
sauces,6,6.13,673.85,-0.36,0.97,3,2.2516291673878226,NNS,0.0
saucy,5,4.8,664.19,-0.37,0.91,2,2.321928094887362,VBP,0.0
saudi,5,7.97,729.96,-0.11,0.79,3,2.321928094887362,JJ,0.0
sauerkraut,10,4.88,969.2,0.7,0.81,5,2.721928094887362,NN,0.0
saul,4,6.92,769.64,-0.01,0.67,2,2.0,NN,0.0
sauna,5,6.32,714.62,-0.25,0.88,3,1.9219280948873623,NN,0.0
saunter,7,3.76,761.68,0.04,0.82,3,2.807354922057604,NN,0.0
sausage,7,7.15,668.78,-0.47,0.97,4,2.2359263506290326,NN,0.0
sausages,8,5.69,753.34,-0.02,0.97,4,2.1556390622295662,VBZ,0.0
saute,5,6.42,918.55,0.49,0.33,3,2.321928094887362,JJ,0.0
savage,6,8.55,705.84,-0.28,0.97,3,2.2516291673878226,NN,-0.4588
savagely,8,5.36,766.97,-0.08,0.85,3,2.75,RB,-0.4939
savagery,8,5.4,892.68,0.34,0.76,3,2.75,JJ,-0.5423
savages,7,6.05,711.86,-0.34,1.0,3,2.2359263506290326,NNS,-0.5267
savanna,7,4.89,760.03,-0.11,0.83,3,1.8423709931771084,VBP,0.0
savannah,8,8.73,802.29,-0.09,0.91,3,2.1556390622295662,JJ,0.0
savant,6,6.35,877.78,0.25,0.79,2,2.2516291673878226,NN,0.0
save,4,11.05,586.85,-0.69,1.0,2,2.0,VBP,0.4939
saved,5,9.8,647.64,-0.58,0.97,2,2.321928094887362,VBN,0.4215
saver,5,8.01,690.4,-0.15,0.88,2,2.321928094887362,JJ,0.0
saves,5,8.76,699.21,-0.5,0.97,2,1.9219280948873623,NNS,0.0
saving,6,9.42,576.93,-0.66,0.91,2,2.584962500721156,VBG,0.0
savings,7,9.16,592.39,-0.62,0.97,2,2.5216406363433186,NNS,0.0
savior,6,7.43,681.53,-0.47,0.91,3,2.584962500721156,JJ,0.0
savor,5,5.86,714.41,-0.22,0.91,2,2.321928094887362,NN,0.0
savored,7,4.96,705.59,-0.16,0.97,3,2.807354922057604,VBD,0.0
savoring,8,5.32,741.21,-0.13,0.91,3,3.0,VBG,0.0
savory,6,5.3,734.6,-0.28,0.91,2,2.584962500721156,NN,0.0
savvy,5,6.97,747.42,-0.09,0.75,1,1.9219280948873623,NN,0.0
saw,3,11.37,616.81,-0.53,0.94,1,1.584962500721156,VBD,0.0
sawdust,7,5.81,746.16,-0.21,0.97,2,2.5216406363433186,JJ,0.0
sawhorse,8,3.99,818.6,0.04,0.76,3,2.75,NN,0.0
sawing,6,5.26,768.19,0.01,0.84,2,2.584962500721156,VBG,0.0
sawmill,7,5.48,866.82,0.34,0.82,2,2.521640636343318,JJ,0.0
saws,4,6.07,604.74,-0.6,1.0,1,1.5,NNS,0.0
sawyer,6,7.19,756.2,-0.12,0.88,2,2.584962500721156,VBP,0.0
sax,3,7.33,621.18,-0.36,0.69,1,1.584962500721156,JJ,0.0
saxon,5,6.57,756.33,-0.07,0.77,2,2.321928094887362,JJ,0.0
saxons,6,5.15,822.26,0.14,0.79,2,2.2516291673878226,NNS,0.0
saxony,6,5.02,964.69,0.6,0.39,2,2.584962500721156,VBP,0.0
saxophone,9,6.32,792.91,0.0,0.97,4,2.94770277922009,JJ,0.0
saxophonist,11,5.18,876.81,0.5,0.97,4,3.0957952550009344,NN,0.0
say,3,12.79,637.03,-0.6,1.0,1,1.584962500721156,VBP,0.0
saying,6,11.47,671.24,-0.62,1.0,2,2.584962500721156,VBG,0.0
sayings,7,6.65,623.38,-0.51,0.97,2,2.5216406363433186,NNS,0.0
sayonara,8,4.39,1054.58,1.06,0.36,4,2.4056390622295662,NN,0.0
says,4,12.2,582.06,-0.72,1.0,1,1.5,VBZ,0.0
scab,4,6.3,738.52,-0.18,0.94,1,2.0,VB,0.0
scabbard,8,4.68,858.93,0.53,0.44,2,2.5,NN,0.0
scabbed,7,3.3,909.53,0.31,0.88,2,2.521640636343318,VBN,0.0
scabby,6,3.93,813.16,0.13,0.89,1,2.251629167387823,JJ,0.0
scabies,7,3.33,981.61,0.6,0.56,3,2.5216406363433186,NNS,0.0
scaffold,8,4.39,746.11,-0.04,0.88,2,2.75,VBD,0.0
scaffolding,11,4.52,916.41,0.52,0.84,3,3.277613436819116,VBG,0.0
scaffoldings,12,0.0,957.5,0.62,0.82,3,3.2516291673878226,NNS,0.0
scalar,6,6.81,807.0,0.43,0.28,2,2.2516291673878226,JJ,0.0
scalawag,8,2.64,993.44,0.74,0.48,3,2.4056390622295662,NN,0.0
scald,5,4.74,739.71,-0.09,0.82,1,2.321928094887362,NN,0.0
scalded,7,5.03,838.63,0.07,0.94,2,2.521640636343318,VBD,0.0
scalding,8,4.68,831.0,-0.04,0.82,2,3.0,VBG,0.0
scale,5,10.11,576.88,-0.77,0.97,2,2.321928094887362,NN,0.0
scaled,6,7.26,736.33,-0.17,0.93,2,2.584962500721156,VBD,0.0
scales,6,8.27,630.81,-0.58,0.94,2,2.2516291673878226,NNS,0.0
scallion,8,5.12,785.72,-0.14,0.94,3,2.75,NN,0.0
scallop,7,3.91,699.91,-0.33,0.97,2,2.521640636343318,NN,0.0
scalloped,9,4.67,737.47,-0.18,0.94,3,2.94770277922009,VBD,0.0
scallops,8,5.08,763.48,-0.05,0.97,2,2.5,NNS,0.0
scallywag,9,4.51,994.21,0.81,0.44,2,2.725480556997868,JJ,0.0
scalp,5,7.18,723.77,-0.46,1.0,1,2.321928094887362,JJ,0.0
scalpel,7,5.31,803.21,0.3,0.71,2,2.521640636343318,NN,0.0
scaly,5,5.25,811.24,0.11,0.81,1,2.321928094887362,NN,0.0
scamp,5,4.8,719.42,-0.06,0.53,1,2.321928094887362,NN,0.0
scamper,7,4.32,673.26,-0.26,0.84,2,2.807354922057604,NN,0.0
scampering,10,3.58,829.93,0.29,0.84,3,3.321928094887362,VBG,0.0
scampi,6,3.26,774.86,0.0,0.44,2,2.584962500721156,JJ,0.0
scan,4,9.55,612.53,-0.56,0.88,1,2.0,JJ,0.0
scandal,7,7.79,614.5,-0.58,0.97,2,2.5216406363433186,NN,-0.4404
scandalize,10,2.48,823.21,0.13,1.0,4,3.121928094887362,VB,0.0
scandalized,11,4.06,898.5,0.13,0.97,4,3.095795255000934,JJ,0.0
scandalizing,12,0.0,862.33,0.32,0.94,4,3.084962500721156,NN,0.0
scandalmonger,13,4.45,1036.2,1.15,0.18,4,3.3927474104487847,NN,0.0
scandalous,10,5.95,801.14,-0.02,0.91,4,2.9219280948873623,JJ,-0.5267
scandals,8,6.53,734.85,-0.25,0.97,2,2.5,NNS,-0.4939
scandinavia,11,6.84,915.63,0.44,0.88,5,2.6635327548042547,VBP,0.0
scandinavian,12,6.97,933.1,0.36,0.97,5,2.6258145836939115,JJ,0.0
scandinavians,13,5.24,926.25,0.43,0.9,5,2.6612262562697895,NNS,0.0
scanned,7,8.22,698.59,-0.3,1.0,2,2.521640636343318,VBD,0.0
scanner,7,9.28,661.48,-0.44,0.97,2,2.521640636343318,JJR,0.0
scanners,8,8.26,666.39,-0.42,1.0,2,2.5,NNS,0.0
scanning,8,8.7,707.78,-0.4,0.94,2,2.4056390622295662,VBG,0.0
scans,5,7.67,647.41,-0.41,0.97,1,1.9219280948873623,NNS,0.0
scant,5,6.38,680.1,-0.28,0.94,1,2.321928094887362,JJ,0.0
scanty,6,4.84,737.12,-0.08,0.78,1,2.584962500721156,JJ,0.0
scapegoat,9,6.38,790.33,0.07,0.97,4,2.94770277922009,NN,-0.4019
scapegoats,10,5.64,764.28,-0.01,0.94,4,2.9219280948873623,NNS,-0.34
scapula,7,3.4,900.76,0.5,0.76,3,2.5216406363433186,VBP,0.0
